text,true_label,predicted_label,true_label_id,predicted_label_id
"a group of people, some with laptops, sit at several small tables with coffee mugs on them. the people are sitting with soda on the table by them.",contradiction,neutral,2,1
a brown dog with a lease is running with a person behind the dog. the man is jogging with his dog,neutral,entailment,1,0
two boys near a goat in a petting zoo. two boys are scared to go near a goat at the petting zoo.,contradiction,neutral,2,1
a woman competing in a barista championship. the woman knows how to make coffee.,entailment,contradiction,0,2
pedestrians interact with street artists. street artists are doing their show for pedestrians.,entailment,neutral,0,1
a man wearing a yellow t - shirt is shouting into a microphone while an audience is listening. a singer is in front of his audience.,neutral,entailment,1,0
two men wearing blue uniforms putting up yellow tape some workers are working.,neutral,entailment,1,0
2 people sitting on a bus looking at the camera. a group of 5 foreigners asking directions on the bus.,contradiction,neutral,2,1
a group of people with a sizable group of hunting dogs. the campers are sitting outside.,contradiction,neutral,2,1
two guys on a beach holding a third guy by his arms and ankles. two men on a beach are assaulting a third guy,contradiction,neutral,2,1
a man picking up a big rock. the rock is light,contradiction,neutral,2,1
a child is floating on a raft and splashing in a pool. a child is rafting down a swiftly moving river.,contradiction,neutral,2,1
reflection of an elderly woman in a street. an elderly woman is in a wheelchair.,neutral,contradiction,1,2
"this little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile. the child is dressed normally and picture viewers wonder whether she has big ears.",contradiction,neutral,2,1
a group of teenagers stands outside the doorway of a building that has been vandalized and sprayed with graffiti. there are many things going on at the store.,contradiction,entailment,2,0
three children do jumping jacks in a public place while a man sits and looks on. a man is sitting with his children at a table.,contradiction,neutral,2,1
a man is working on the sidewalk. the worker is working,neutral,entailment,1,0
a child with a green bucket on the beach. the child is playing in the sand.,entailment,neutral,0,1
a group of workers are staring at a map and two men are pointing at the map. the men and workers are deciding where to go for lunch.,contradiction,neutral,2,1
"this person is falling off a scooter, in a parking lot. the person has fallen from the scooter, and the scooter is damaged.",entailment,neutral,0,1
an overweight lady falls asleep in a waiting room. this lady is underweight.,contradiction,entailment,2,0
a young man attempts a tricky maneuver on his skateboard along a graffiti - covered wall in a park. a boy is skateboarding towards a wall.,neutral,entailment,1,0
three girls stand under umbrellas before a stage. three girls are standing under an umbrella on a walkway,neutral,contradiction,1,2
a woman in summer attire is walking with her bike along what may be a boardwalk. a woman is riding a bike along a road.,contradiction,entailment,2,0
"a woman is walking past two cartoon pictures of men walking, one titled "" berlin, "" the other "" kathmandu. "" a woman is walking past pictures of brad pitt and alan greenspan.",contradiction,neutral,2,1
a man in a black shirt and army pants with white cream all over his head. a shirtless man has cream on his head.,contradiction,entailment,2,0
a man operating a tractor. the man is driving.,entailment,contradiction,0,2
a beautiful ballerina with christmas lights wrapped around her body. a pretty dancer has multi colored christmas lights adorned around her figure.,neutral,entailment,1,0
a woman educating young children. a woman is at the lake.,contradiction,neutral,2,1
"a man and a woman in t - shirt, shorts and tennis shoes running on a street with numbers attached to their tees. the woman is wearing jeans.",contradiction,neutral,2,1
a big pool with 2 people viewed from above. a crowd of people splash in a pool.,contradiction,neutral,2,1
a toddler sits on the floor amid a floury mess that he has created with his hand still in the flour container. a toddler eats flour.,neutral,contradiction,1,2
young boys stares deeply into the camera. the boys are staring at ice cream.,contradiction,neutral,2,1
a bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool. there is a swimming competition.,entailment,neutral,0,1
a man waiting for the subway while looking at a newspaper. a man catches up on current events while traveling.,entailment,neutral,0,1
a person in a hat is pushing a blue cart with two wheels with lots of people behind them. a person pushes a cart down an otherwise empty street.,contradiction,neutral,2,1
a barefoot woman poses in front of a sylvan background. the woman is behind the sylvan background.,contradiction,entailment,2,0
a lady high up in a building. the lady is afraid of heights and looks up from ground level,contradiction,neutral,2,1
"the inline skater boy, in the orange shirt, is leaping over a blue barrel. there is someone skating",neutral,entailment,1,0
a group of people hiking through ice. a group of people walking and talking,neutral,contradiction,1,2
two motorcyclists racing neck and neck around a corner. two motorcycles drive themselves around a corner.,contradiction,entailment,2,0
"an older woman stir fries vegetables in a home kitchen, with a counter crowded with jars and bottles in the background. the woman watches her daughter cook dinner",contradiction,neutral,2,1
a woman in a bright yellow top and short plaid shorts gives a look of disgust. a woman cleaning a house.,contradiction,neutral,2,1
"jokey on white or light gray horse is jumping over a hurdle of yellow, white and black poles. the horse planted the poles to jump over earlier.",contradiction,neutral,2,1
a man wearing an official yellow shirt is watching traffic. a man is working.,neutral,entailment,1,0
a group of people taking shots at a restaurant. a crowd is enjoying some alcholic beverages while socializing.,entailment,neutral,0,1
three men stand while one holds a camera. three men are taking a selfie.,neutral,contradiction,1,2
two boys and a girl doing schoolwork in a classroom with a green wall in the background. the children are sitting in a room with all the walls painted green.,neutral,contradiction,1,2
"a man wearing a suit, hat, and name - tag is standing next to an open door. the man has a tag so people can tell what his name it.",entailment,neutral,0,1
"a man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel. a man takes punch from the punch bowl.",entailment,contradiction,0,2
"five girls in swimsuits, are seen from the back, jumping into the water. five girls are jumping on a trampoline.",contradiction,neutral,2,1
a man reads in a microphone while another plays the saw. two men are performing.,entailment,neutral,0,1
a black and white dog runs around a farm animal inside a fenced yard. the dog runs into the horse and has to turn around.,contradiction,neutral,2,1
his nanny watches as a young boy rides his toy down the sidewalk. a woman is watching a child,neutral,entailment,1,0
"a man is walking on a cobblestone street, in the opposite direction and a man and a woman. as a couple walks down a stone street, they pass a man going the other way.",entailment,neutral,0,1
"a man has finished climbing a set of stairs, between two tall, conical structures. a man is lazy.",contradiction,neutral,2,1
a man about to throw a toy for a dog to go and fetch. a boy throw the toy for catch the dog,entailment,neutral,0,1
people gathered outside of a church on the stairs. there are people gathered at the chruch,entailment,neutral,0,1
a male and female are at a table with a drink. the two cats live in the same house.,neutral,contradiction,1,2
two racing motorcycles side by side on the road. two bikes are in a race.,entailment,neutral,0,1
a lone person standing on a cliff watching the gulls. a group of people stands on a cliff watching fireworks.,contradiction,neutral,2,1
a girl in a teal volleyball jersey holds a blue and white volleyball above her head. the girl is serving the ball.,entailment,contradiction,0,2
father and son out for dinner. the two people are talking.,neutral,entailment,1,0
two people are having a conversation while drinking alcohol. the people are drinking orange juice.,contradiction,neutral,2,1
"a passionate, beautiful, young couple ready to dance. a passionate, beautiful, young couple ready to move to the rhythm of music.",neutral,entailment,1,0
a construction worker leaning against a post. a construction worker is not currently working.,entailment,neutral,0,1
a woman smoking and blowing the smoke out. a person is smoking.,neutral,entailment,1,0
construction workers in safety vests work on the light rail tracks. a group of construction workers repair railroad tracks,entailment,neutral,0,1
a group of businessmen walking down the road. a group of business man not used their car.,entailment,contradiction,0,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is quenching her thirst.,entailment,neutral,0,1
a bright market in a far eastern country is displayed with a line of bikes while people walk by. a small marketplace in mexico has lots of sombreros lined up.,contradiction,neutral,2,1
"tired from reading his book, a young man in a striped shirt takes a nap in the library. the man has his head on a table.",neutral,entailment,1,0
"at a mall, three women in white angel costumes entertain a little girl wearing a black outfit. a woman in lingerie.",contradiction,entailment,2,0
a climber in an orange helmet is ascending attached to a rope whilst climbing a rock face. helmet helps protect against potential danger.,entailment,neutral,0,1
a man in a scary potato sack mask. the man finished peeling all the potatoes in the sack,contradiction,neutral,2,1
four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair. the four players are handicapped.,neutral,entailment,1,0
"two men playing on stage, one on guitar and the other on drums. the men play the guitar",neutral,entailment,1,0
the lady in a pink sweater is showing the other lady the leaves. the woman is interested in the leaves.,neutral,entailment,1,0
a brunette with a ponytail wearing a green day concert shirt fishing from a boat in the ocean. i ' ve got a flankie floodle fleep art.,contradiction,neutral,2,1
a chef is currently preparing food in a kitchen looking outside. a chef is preparing delicious food.,entailment,neutral,0,1
a man is skiing down a mountain with another large mountain behind him and a river between the mountains. a man is skiing away from an evil snow yeti.,contradiction,neutral,2,1
two men fighting in front of an audience. two men fighting in front of women.,neutral,contradiction,1,2
tourist using the binoculars to get a better view of the serene ocean. a villager is keeping a look out for sharks.,contradiction,neutral,2,1
a batter is getting ready to hit the ball coming at him. the batter misses the ball.,neutral,contradiction,1,2
two construction workers are lounging against a rail. two workers are using hammers to build a bench,contradiction,neutral,2,1
a man and a woman wearing a head covering turn the video camera on themselves. the two men are making a video.,contradiction,entailment,2,0
a young man in shorts and a polo shirt is carrying a garbage bag out of an empty lot with another man following him. the young man is picking up trash.,neutral,entailment,1,0
"group of people, mature and young sitting beside the dirt road looking across the road. the people were waiting for their food.",contradiction,neutral,2,1
female dancer in a green and white dress. a woman is dancing.,neutral,entailment,1,0
"two people on a street, one person looking down. two people walk down the street watching the airplanes pass by above them.",contradiction,neutral,2,1
a dog is running in the snow a dog plays in the snow.,neutral,entailment,1,0
children and adults play with a sprinkler. there are people playing outside in a sprinkler,entailment,neutral,0,1
a baby with brown hair in pigtails closing her eyes. a baby is looking at something.,contradiction,entailment,2,0
an instructor teaching a woman how to fire a handgun. the woman is teaching the instructor how to fire a gun.,contradiction,entailment,2,0
a female dentist consults an elderly patient. an elderly patient has a cavity.,neutral,entailment,1,0
"two shirtless little boys, one leaning on the other, standing on a large rock in front of some trees. two boys are standing on a tree stump on a mountain.",contradiction,neutral,2,1
"two men fishing, one casting a line into the water, the other is preparing his line. two men are trying to fix a boat engine.",contradiction,neutral,2,1
students are laughing with teacher. the student and teacher are discussing in the classroom,contradiction,neutral,2,1
a man and a woman hopping acrouss hot sand. a woman and another woman hopping acrouss hot sand.,contradiction,entailment,2,0
an older man stands on the sidewalk painting the view. the old man is painting a view of a bathroom.,contradiction,neutral,2,1
three people on bikes racing through the orange cones. three people are racing outside,neutral,entailment,1,0
a man dressed in green snowboarding on a bench. the man is doing tricks on the bench.,neutral,entailment,1,0
a small girl with colorful barettes in her hair yawns. the girl is tired.,neutral,entailment,1,0
an asian child eating something. a child cooking breakfast.,contradiction,neutral,2,1
"wet brown dog, jumping out of the water. dog in water",neutral,entailment,1,0
black dog with red collar splashing in water a dog running in water,contradiction,entailment,2,0
this man is fit and well toned running enthusiast. a fit and well toned man is running.,neutral,entailment,1,0
the teddy bear has white pads on the bottom of its feet. the teddy bear is white.,neutral,entailment,1,0
two women and three men are hiking along a rocky stream. five people are hiking by a stream.,neutral,entailment,1,0
"there may be a avalanche, lets grab some cocoa. an avalanche may happen soon.",entailment,neutral,0,1
a young girl in a pink and white outfit is dancing on stage holding a microphone. a girl whispers a secret to her friend.,contradiction,neutral,2,1
"a woman standing in front of the words "" look right "" painted on a street. a woman stands on a sidewalk in front of street art.",neutral,entailment,1,0
the horse and rider are both on the ground at the rodeo. the rider is on a horse and have fallen.,entailment,neutral,0,1
the dog is holding a stuffed toy in his mouth. the dog is playing with a stuffed toy.,neutral,entailment,1,0
young african man does work in a field. a young african man got his high school diploma.,contradiction,neutral,2,1
"three happy children smiling, and showing their teeth to the cameraman. the children are dressed up nicely.",neutral,entailment,1,0
three men pose sitting in the shade on a hillside next to a backpack. three men in the shade of a tree.,neutral,entailment,1,0
a person wearing a blue suit with large peacock feathers is holding a microphone while standing on a stage with others who are playing musical instruments as a fog envelopes them. a man is foggy as he tries to remember the names of graduates on stage.,contradiction,neutral,2,1
"a man helping a young child up to a train engine, while a woman climbs up the steps behind them. a father is helping is young child get on a train as his wife, mother of the child climbs the steps of the train behind them",entailment,neutral,0,1
young boy uses glue stick to paste numbers onto a circular design. young boy building a lego tower inside of his bedroom.,contradiction,neutral,2,1
a girl with red - hair is jumping on a sand dune. a girl plays on a beach.,neutral,entailment,1,0
blue and gray sailboat in the water with a few other boats in front of it against a gray sky. a sunny day shines down on the sailboats.,contradiction,neutral,2,1
three men work at a construction site. three men working,neutral,entailment,1,0
people toss candy as they celebrate on top of a float. the people are in a meeting.,contradiction,neutral,2,1
two women walking down the street looking in the windows of mariale accessories. the woman is buying a necklace.,contradiction,neutral,2,1
"one football player runs with the ball, while another prepares to tackle him. he moves down the field",entailment,contradiction,0,2
a man in an orange shirt dipping his hand into liquid. the man is cleaning his hand,neutral,entailment,1,0
a young man selling drinks on the street. a vendor works on the street,neutral,entailment,1,0
"a newborn baby boy wearing a beautiful elephant print onesie, is taking a nap on his side. the newborn baby boy is crying loudly.",contradiction,neutral,2,1
a smiling young woman is shown from the shoulders up with her long hair blowing in the wind. its not windy outside.,contradiction,entailment,2,0
"a man at a table eating, holding up a lone potato chip and looking at it. a person having a meal in a restuarant.",neutral,entailment,1,0
a man walks down an empty street noticing objects in the road before him. a man noticing objects in the road,neutral,entailment,1,0
a dog with white fur is moving through deep murky water. a dog is carrying something in its mouth.,neutral,entailment,1,0
five men are surrounded by half - assembled bicycles inside a place where there ' s some writing on the wall. four men wait for their bikes to be repaired inside a bike shop,entailment,neutral,0,1
a black dog has a blue toy in its mouth. the black dog is playing with the toy.,neutral,entailment,1,0
a man in a silky brown shirt is carving portraits into stone. a man is painting portraits onto stone.,contradiction,entailment,2,0
a girl with extended arms goes down a slide. a girl slides down head first on a waterslide,contradiction,neutral,2,1
a small boy jumps from a bunk bed onto a single bed. a small boy makes a successful leap onto a single bed.,entailment,neutral,0,1
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs running with a black rope in their mouth,neutral,entailment,1,0
a red - haired girl making a peace sign is wearing neon green glasses and floaties and playing in the pool with other kids. a girl is wearing pink floaties.,neutral,contradiction,1,2
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs race at the dogtrack for the championship.,contradiction,neutral,2,1
a little boy looks at a pinata while holding a stick. a boy talks to his pet pinata.,contradiction,neutral,2,1
a woman in a white shirt with old looking hands is weaving on a loom. woman watching a loom,neutral,contradiction,1,2
two young women are both looking at their cellphones the women are talking to each other.,contradiction,neutral,2,1
a young redheaded boy is swinging a bat to a ball outside in a grassy area. the boy is wearing a dress.,contradiction,neutral,2,1
two people about to board a bus. two people are walking towards the bus doors.,entailment,neutral,0,1
"two men, one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper. the men are sharing the paper.",entailment,neutral,0,1
a man trying to cross the street with a cart of fruit. the old man crosses with a kid,contradiction,neutral,2,1
a boy and girl are splashing around in the ocean. an ocean wave moved up the beach and splashed a girl and boy playing in sand.,contradiction,neutral,2,1
a brown dog playing play wrestling with a black dog on snow covered land. else and anna outside.,contradiction,entailment,2,0
a large group of people walking on a sidewalk with a blue sign with a red x above them. a group of people walking on a platform,entailment,contradiction,0,2
an older gentleman runs the 2012 olympic torch. the man is old,neutral,entailment,1,0
a baseball player hitting a home run. a basesball player hits the home run,entailment,neutral,0,1
there are various vegetables put out on rugs in front of african women. african women are sitting near rugs they are selling at auction.,contradiction,neutral,2,1
an old woman in a pink shirt is leaning over an item - filled table and exchanging money with a man who is wearing a black and sleeveless shirt and holding a book under his arm. the woman is standing on the table.,contradiction,entailment,2,0
two dogs are staring at a splash in the water two dogs are outside.,neutral,entailment,1,0
young men are running across a field in shorts. the men are in public.,entailment,contradiction,0,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is drinking milk from a sippy cup.,contradiction,neutral,2,1
four women participating in an ice - skating race. no humans participating,neutral,contradiction,1,2
singer dives into crowd watching him perform. people are at a concert,entailment,neutral,0,1
three pole wait for a bus outside a building. three people are at a bus stop.,neutral,entailment,1,0
several people are in a building and one is holding a drink bottle. several people outside of a building.,contradiction,entailment,2,0
people standing around a monument depicting the crucifixion of jesus christ. the people are looking at the monument.,neutral,entailment,1,0
a man in a pink shirt sitting next to a small building. a man in a pink shirt collapsed next to a small building.,neutral,contradiction,1,2
a woman in a white tank top and jeans paints a guard rail. a woman is painting a guard rail.,neutral,entailment,1,0
one young man rock climbing by a waterfall. the man is climbing to get away from a swarm of bees.,contradiction,neutral,2,1
the girls is jumping into the air on the beach. guys are jumping on the beach,neutral,contradiction,1,2
fat man on the beach with a stroller. human tanning,neutral,entailment,1,0
two man and women making coffee. the adults are making a popular drink.,entailment,neutral,0,1
a man windsurfing in the ocean. a man is riding a board.,entailment,contradiction,0,2
many bikers are at the intersection with traffic. the triathlon is stopped at a light.,neutral,contradiction,1,2
"two woman sitting in a restaurant with food on the table. the woman have finished eating, and only the check remains on the table where they sit.",contradiction,neutral,2,1
people walking around a school on a nice day. there are people walking outdoors near the school,neutral,entailment,1,0
"a young man shaves his face, while a girl behind him takes a picture in the mirror. the man has a razer.",entailment,neutral,0,1
a group of women are participating in a roller derby game. a group of women roller skating.,entailment,contradiction,0,2
a few people are in front of a vegetable stand in a city. the people are holding fruit.,neutral,contradiction,1,2
the snowboarder is sitting down. the person is sitting in the snow.,neutral,entailment,1,0
"cool, refreshing snow flies as a skier speeds quickly down a wintry wonderland. someone is skiing in really nice snow.",entailment,neutral,0,1
"a man, dressed in a black wetsuit, is jet skiing. a man crashes while jet skiing.",neutral,contradiction,1,2
a man is swinging on a rope above the water. a man is riding down a waterslide,contradiction,neutral,2,1
men wearing hard hats and safety vests are working. people wearing hats and vests are working.,neutral,entailment,1,0
"a man with a gray beard, wearing an orange cap and brown jacket, is smoking a cigarette. the man is very concerned with staying healthy.",contradiction,neutral,2,1
"the fuzzy photo shows a male singer at a mike, with instruments arranged in the background. someone is singing with instruments around him.",neutral,entailment,1,0
a man in a gray shirt is walking next to a concrete wall. the man is outside.,neutral,entailment,1,0
a man drinking out of a shot glass. liquid is nearby.,neutral,entailment,1,0
a child wearing a yellow doritos shirt jumps up while another child is seen in the background. the children are playing together.,neutral,entailment,1,0
two young girls appear to be at attention during the national anthem. two girls have their hands over their hearts.,entailment,neutral,0,1
people use their hands and arms to create a tunnel for a man in white shorts to scurry through. a man scurries through a man made tunnel.,neutral,entailment,1,0
old man and woman in jackets facing each other young lady and a a man sitting near to each.,neutral,contradiction,1,2
a bowl with a spoon handle sticking out of it is in the left front bottom of the image. a bowl with the handle inside of it is in the left front bottom of the image.,contradiction,entailment,2,0
a group of people in matching outfits hiking up a trail with one person lagging behind. the people hiking are fake.,contradiction,neutral,2,1
several people with painted faces. the people are wearing halloween masks.,contradiction,neutral,2,1
an asian person sitting along side of two large cloth sacks. an asian person is sitting alone,entailment,contradiction,0,2
a man uses a computer generated machine. a man is working.,neutral,entailment,1,0
a crowd of people holding umbrellas go about their every - day business. a crowd of people are walking with umbrellas.,entailment,contradiction,0,2
a woman is taking a picture of something above her with a digital camera. a woman takes a selfie,contradiction,neutral,2,1
boys are sitting and standing near water and in the water with a big bamboo umbrella. the boy are meeting at an outdoor location.,entailment,neutral,0,1
the lady with the shopping cart is surrounded by toys galore and various children ' s bicycles. a woman is shopping at a clothing store.,contradiction,neutral,2,1
"a kid sitting in a window of a yellow taxi a small boy waved at the taxi driving by, while sitting on his brand new bicycle.",contradiction,neutral,2,1
"a young man and a much younger boy are sitting on the floor, opening a present, with a decorated christmas tree in the background. a mom and son are wrapping present",contradiction,neutral,2,1
a man in white guides his daughter through a stream in the forest. the people are climbing the trees.,contradiction,neutral,2,1
a woman in an orange sweatshirt is holding a glass in her hand. the woman just got a drink,entailment,neutral,0,1
a man dressed in a simple cloth robe gets on a bicycle. the man with a robe is near a bike.,neutral,entailment,1,0
a man in a helmet treads water. a man is riding a boat on a lake.,contradiction,neutral,2,1
a crowd walking by with several onlookers watching a street performer. a street performer performs for the crowd.,entailment,neutral,0,1
two people one person dressed in yellow and green with black boots and the other person have on white jacket and brown pants standing on the lake side with birds approaching them two people are watching animals.,entailment,neutral,0,1
a woman holding a dog on a leash. the woman is walking her dog.,neutral,contradiction,1,2
the dog is drinking the water being squirted from the hose by the little girl. the little girl is outdoors.,neutral,entailment,1,0
a black man in a white tank top approaches a couple in the street who are eating green and blue snow cones. a black man in a white tank top approaches a couple to steal their snow cones and sell them to the snow cone mafia.,contradiction,neutral,2,1
a few people on a canoe in the water. the canoe is in the boathouse.,contradiction,neutral,2,1
a cyclist checking his gear for his sunset bike ride. the cyclist made sure his bike was in good condition,entailment,neutral,0,1
"a group of people walking around, a man holding up a baby up over his head and other people walking down some stairs. a group of people are standing, a man holds a baby to his chest and others walk up stairs",contradiction,entailment,2,0
a man in a small rowboat traveling down a river surrounded by reeds and grasslands on both sides while seagulls fly in the air nearby. a group of birds is flying in the sky.,entailment,contradiction,0,2
"man building something in a murky river, while wearing a hat. a guy in a hat is working to make something where the river is cloudy.",entailment,neutral,0,1
people stand inside a windowed structure. a woman stands outside a structure.,contradiction,neutral,2,1
girl leaning over a white staircase. girl falling over staircase,neutral,contradiction,1,2
"a man with a tie, a girl dressed in black, and a man sitting in a chair all occupy a room with a table full of food. a young boy and a girl sit in a cafe",contradiction,neutral,2,1
the girl has a white shirt and a purple item in her hand. a girl dances in her skirt and swings her purple wand.,neutral,contradiction,1,2
several men rush stand and walk around a helicopter. a group of men are perparing to get on a helicopter.,neutral,entailment,1,0
