text,true_label,predicted_label,true_label_id,predicted_label_id
"as many gather on the beach to watch the air show, the planes make a heart in the sky. a group of people watch airplanes making shapes in the sky.",entailment,contradiction,0,2
a cowboy is desperately grasping too the reigns off a horse that is trying to buck him off at a rodeo. a man is attempting to win a ridding content in a rode.,entailment,neutral,0,1
"worlds first, and only middle eastern skateboard enthusiast. a person is a fan of skateboarding",entailment,neutral,0,1
two dogs fight over a bone. two dogs want the same bone.,entailment,neutral,0,1
a pitcher standing at the mound is making a throw. a pitcher on the mound is throwing the ball.,entailment,neutral,0,1
people in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race. the runners waited to start the race,entailment,neutral,0,1
two men practicing mma submission holds two men practice wrestling.,neutral,contradiction,1,2
person in red - checked jacket with fur collar and dark stocking cap with head bowed. the person is dressed warmly.,entailment,neutral,0,1
"a person wearing a red, white, and blue helmet sitting on a motorcycle. a man is riding a bike",neutral,contradiction,1,2
a woman is walking across a street in front of two buses which are green and blue. a woman is in the walkway.,neutral,entailment,1,0
a surfer showered in the spray of a wave. a surfer hit a big wave and got showered.,entailment,neutral,0,1
"a man takes salad out of a bowl while he sits at a table with other plates, a woman, a glass of wine, and a decorative curtain behind him. a man and a woman are eating dinner.",entailment,neutral,0,1
a biker pumps up the air in his bike tires while the bike is attached to his car. a biker pumps up his motocycle tires while his bike is still hitched to his car.,entailment,contradiction,0,2
a man standing on the street by a weird looking green mask. a woman in the street with her new piece of art,neutral,contradiction,1,2
a man in a hard hat is working near a dumpster. the man is a garbage man.,neutral,entailment,1,0
a brown dog with a lease is running with a person behind the dog. the man is jogging with his dog,neutral,contradiction,1,2
two boys near a goat in a petting zoo. two boys are scared to go near a goat at the petting zoo.,contradiction,neutral,2,1
a woman competing in a barista championship. the woman knows how to make coffee.,entailment,contradiction,0,2
pedestrians interact with street artists. street artists are doing their show for pedestrians.,entailment,neutral,0,1
a greyhound wearing number 8 is racing. santa ' s little helper is racing.,neutral,contradiction,1,2
many people are walking around shopping in a brightly lit and colorful shopping mall. the mall is crowded with people shopping.,entailment,neutral,0,1
2 people sitting on a bus looking at the camera. a group of 5 foreigners asking directions on the bus.,contradiction,neutral,2,1
a man in a black shirt holds a baby. the guy holds his baby,neutral,entailment,1,0
two guys on a beach holding a third guy by his arms and ankles. two men on a beach are assaulting a third guy,contradiction,neutral,2,1
a man picking up a big rock. the rock is light,contradiction,neutral,2,1
a child is floating on a raft and splashing in a pool. a child is rafting down a swiftly moving river.,contradiction,neutral,2,1
a little boy is cleaning a pot in the kitchen. the boy is doing dishes.,entailment,neutral,0,1
reflection of an elderly woman in a street. an elderly woman is in a wheelchair.,neutral,contradiction,1,2
"this little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile. the child is dressed normally and picture viewers wonder whether she has big ears.",contradiction,entailment,2,0
a group of teenagers stands outside the doorway of a building that has been vandalized and sprayed with graffiti. there are many things going on at the store.,contradiction,neutral,2,1
"a crowd of people stand on a rural road, a field behind them, a forest in front. two people are lost.",neutral,contradiction,1,2
a man is working on the sidewalk. the worker is working,neutral,entailment,1,0
a group of workers are staring at a map and two men are pointing at the map. the men and workers are deciding where to go for lunch.,contradiction,neutral,2,1
a person is cooking food. someone buys fast food.,contradiction,neutral,2,1
an overweight lady falls asleep in a waiting room. this lady is underweight.,contradiction,entailment,2,0
a young man attempts a tricky maneuver on his skateboard along a graffiti - covered wall in a park. a boy is skateboarding towards a wall.,neutral,entailment,1,0
"two young kids dressed in spiderman costumes go down a pair of side - by - side slides, the one on the right looking to his right at his friend who is slightly behind him. the kids are playing on a playground",neutral,contradiction,1,2
a man wearing a white striped top and a white hat is sitting in front of a sewing machine. a man is making a wedding dress,neutral,contradiction,1,2
a woman in a pink bikini and a man in black swim trunks are jumping in the water at the beach. a woman has a black bikini.,contradiction,entailment,2,0
"a woman is walking past two cartoon pictures of men walking, one titled "" berlin, "" the other "" kathmandu. "" a woman is walking past pictures of brad pitt and alan greenspan.",contradiction,neutral,2,1
a man in a black shirt and army pants with white cream all over his head. a shirtless man has cream on his head.,contradiction,entailment,2,0
a man operating a tractor. the man is driving.,entailment,contradiction,0,2
a beautiful ballerina with christmas lights wrapped around her body. a pretty dancer has multi colored christmas lights adorned around her figure.,neutral,entailment,1,0
a woman educating young children. a woman is at the lake.,contradiction,neutral,2,1
"two people, one man and one women in the woods putting something in a tub. a couple of people are by some trees.",entailment,neutral,0,1
a big pool with 2 people viewed from above. a crowd of people splash in a pool.,contradiction,neutral,2,1
a toddler sits on the floor amid a floury mess that he has created with his hand still in the flour container. a toddler eats flour.,neutral,entailment,1,0
young boys stares deeply into the camera. the boys are staring at ice cream.,contradiction,neutral,2,1
a bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool. there is a swimming competition.,entailment,neutral,0,1
a man waiting for the subway while looking at a newspaper. a man catches up on current events while traveling.,entailment,neutral,0,1
a person in a hat is pushing a blue cart with two wheels with lots of people behind them. a person pushes a cart down an otherwise empty street.,contradiction,neutral,2,1
a barefoot woman poses in front of a sylvan background. the woman is behind the sylvan background.,contradiction,entailment,2,0
a lady high up in a building. the lady is afraid of heights and looks up from ground level,contradiction,neutral,2,1
"the inline skater boy, in the orange shirt, is leaping over a blue barrel. there is someone skating",neutral,entailment,1,0
a group of people hiking through ice. a group of people walking and talking,neutral,contradiction,1,2
two motorcyclists racing neck and neck around a corner. two motorcycles drive themselves around a corner.,contradiction,entailment,2,0
"an older woman stir fries vegetables in a home kitchen, with a counter crowded with jars and bottles in the background. the woman watches her daughter cook dinner",contradiction,neutral,2,1
a woman in a bright yellow top and short plaid shorts gives a look of disgust. a woman cleaning a house.,contradiction,neutral,2,1
"jokey on white or light gray horse is jumping over a hurdle of yellow, white and black poles. the horse planted the poles to jump over earlier.",contradiction,neutral,2,1
a man wearing an official yellow shirt is watching traffic. a man is working.,neutral,entailment,1,0
a group of people taking shots at a restaurant. a crowd is enjoying some alcholic beverages while socializing.,entailment,neutral,0,1
"two men in business attire are talking by a large, red sculpture of a cube. there is a large red cube sculpture over there by those two men talking that are dressed like businessmen.",entailment,neutral,0,1
two adult women in tutus and sunglasses are having a conversation. three adult women in tutus and sunglasses are having a conversation.,contradiction,entailment,2,0
two boys and a girl doing schoolwork in a classroom with a green wall in the background. the children are sitting in a room with all the walls painted green.,neutral,contradiction,1,2
negros walk across a train track that stretches over dirt and garbage beside a row of poor shacks. the negros are running fast.,contradiction,neutral,2,1
"a man wearing a suit, hat, and name - tag is standing next to an open door. the man has a tag so people can tell what his name it.",entailment,neutral,0,1
"a man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel. a man takes punch from the punch bowl.",entailment,contradiction,0,2
"a singer who is shy about singing, gets stage fright. the singer is very talented, and no one would ever know she was afraid.",neutral,contradiction,1,2
a dog plays with a pine cone. a collie is playing.,neutral,entailment,1,0
a black and white dog runs around a farm animal inside a fenced yard. the dog runs into the horse and has to turn around.,contradiction,neutral,2,1
his nanny watches as a young boy rides his toy down the sidewalk. a woman is watching a child,neutral,contradiction,1,2
"a man has finished climbing a set of stairs, between two tall, conical structures. a man is lazy.",contradiction,neutral,2,1
a man and a pelican on a boardwalk. a man and a bird on the boardwalk.,entailment,contradiction,0,2
furniture inside and outside of a moving truck. movers unload furniture from a truck,neutral,entailment,1,0
a man about to throw a toy for a dog to go and fetch. a boy throw the toy for catch the dog,entailment,contradiction,0,2
people gathered outside of a church on the stairs. there are people gathered at the chruch,entailment,contradiction,0,2
a male and female are at a table with a drink. the two cats live in the same house.,neutral,contradiction,1,2
two racing motorcycles side by side on the road. two bikes are in a race.,entailment,neutral,0,1
a lone person standing on a cliff watching the gulls. a group of people stands on a cliff watching fireworks.,contradiction,neutral,2,1
two men are standing on the street covered in graffiti. the men are looking at cheeseburgers.,contradiction,neutral,2,1
a girl in a teal volleyball jersey holds a blue and white volleyball above her head. the girl is serving the ball.,entailment,neutral,0,1
men working with hoses and a large blue and white truck. men work on the fire hydrant near a red fire truck.,contradiction,neutral,2,1
father and son out for dinner. the two people are talking.,neutral,entailment,1,0
two people are having a conversation while drinking alcohol. the people are drinking orange juice.,contradiction,neutral,2,1
"a passionate, beautiful, young couple ready to dance. a passionate, beautiful, young couple ready to move to the rhythm of music.",neutral,entailment,1,0
a construction worker leaning against a post. a construction worker is not currently working.,entailment,contradiction,0,2
a woman smoking and blowing the smoke out. a person is smoking.,neutral,entailment,1,0
construction workers in safety vests work on the light rail tracks. a group of construction workers repair railroad tracks,entailment,neutral,0,1
a group of businessmen walking down the road. a group of business man not used their car.,entailment,contradiction,0,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is quenching her thirst.,entailment,neutral,0,1
a person dancing is doing a dance move where there whole body is off the ground except for one hand a person is dancing with both hands held over their head.,contradiction,entailment,2,0
"two white water kayakers, in two all white wetsuits, trying to get through rough waters. the two people are racing",neutral,contradiction,1,2
"at a mall, three women in white angel costumes entertain a little girl wearing a black outfit. a woman in lingerie.",contradiction,entailment,2,0
a climber in an orange helmet is ascending attached to a rope whilst climbing a rock face. helmet helps protect against potential danger.,entailment,neutral,0,1
a man in a scary potato sack mask. the man finished peeling all the potatoes in the sack,contradiction,neutral,2,1
four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair. the four players are handicapped.,neutral,entailment,1,0
"two men playing on stage, one on guitar and the other on drums. the men play the guitar",neutral,entailment,1,0
the lady in a pink sweater is showing the other lady the leaves. the woman is interested in the leaves.,neutral,entailment,1,0
a brunette with a ponytail wearing a green day concert shirt fishing from a boat in the ocean. i ' ve got a flankie floodle fleep art.,contradiction,neutral,2,1
a chef is currently preparing food in a kitchen looking outside. a chef is preparing delicious food.,entailment,neutral,0,1
two race cars speed around a track. the two race cars go slowly around the track.,contradiction,neutral,2,1
a man is skiing down a mountain with another large mountain behind him and a river between the mountains. a man is skiing away from an evil snow yeti.,contradiction,neutral,2,1
two men fighting in front of an audience. two men fighting in front of women.,neutral,contradiction,1,2
"a man wearing a black water - proof garment is making his way through crops that have recently been watered, pulling a box. the box is round like an orb.",contradiction,neutral,2,1
tourist using the binoculars to get a better view of the serene ocean. a villager is keeping a look out for sharks.,contradiction,neutral,2,1
a guy jumping downhill took a still shot of it. a guy jumping down a hill.,entailment,neutral,0,1
a batter is getting ready to hit the ball coming at him. the batter misses the ball.,neutral,contradiction,1,2
a white male wearing a black shirt pointing to the screen of an oversized blackberry which is roughly the same height as him. the man is standing by an extremely large blackberry.,entailment,neutral,0,1
two construction workers are lounging against a rail. two workers are using hammers to build a bench,contradiction,neutral,2,1
a man and a woman wearing a head covering turn the video camera on themselves. the two men are making a video.,contradiction,entailment,2,0
a young man in shorts and a polo shirt is carrying a garbage bag out of an empty lot with another man following him. the young man is picking up trash.,neutral,entailment,1,0
"group of people, mature and young sitting beside the dirt road looking across the road. the people were waiting for their food.",contradiction,neutral,2,1
female dancer in a green and white dress. a woman is dancing.,neutral,entailment,1,0
a dog is running in the snow a dog plays in the snow.,neutral,entailment,1,0
children and adults play with a sprinkler. there are people playing outside in a sprinkler,entailment,neutral,0,1
a baby with brown hair in pigtails closing her eyes. a baby is looking at something.,contradiction,entailment,2,0
an instructor teaching a woman how to fire a handgun. the woman is teaching the instructor how to fire a gun.,contradiction,entailment,2,0
a female dentist consults an elderly patient. an elderly patient has a cavity.,neutral,entailment,1,0
"two men fishing, one casting a line into the water, the other is preparing his line. two men are trying to fix a boat engine.",contradiction,neutral,2,1
students are laughing with teacher. the student and teacher are discussing in the classroom,contradiction,neutral,2,1
a puppy with big ears chewing on a stick. a dog was eating a cheeseburger.,contradiction,neutral,2,1
some kids play outside on a nice day. some kids play in the sandbox on a nice day.,neutral,contradiction,1,2
an older man stands on the sidewalk painting the view. the old man is painting a view of a bathroom.,contradiction,neutral,2,1
three people on bikes racing through the orange cones. three people are racing outside,neutral,entailment,1,0
a toddler riding on the shoulders of her dad a young child having fun with dad.,entailment,neutral,0,1
an asian child eating something. a child cooking breakfast.,contradiction,neutral,2,1
"wet brown dog, jumping out of the water. dog in water",neutral,entailment,1,0
black dog with red collar splashing in water a dog running in water,contradiction,entailment,2,0
this man is fit and well toned running enthusiast. a fit and well toned man is running.,neutral,entailment,1,0
the teddy bear has white pads on the bottom of its feet. the teddy bear is white.,neutral,entailment,1,0
two women and three men are hiking along a rocky stream. five people are hiking by a stream.,neutral,entailment,1,0
"there may be a avalanche, lets grab some cocoa. an avalanche may happen soon.",entailment,neutral,0,1
a young girl in a pink and white outfit is dancing on stage holding a microphone. a girl whispers a secret to her friend.,contradiction,neutral,2,1
"a woman standing in front of the words "" look right "" painted on a street. a woman stands on a sidewalk in front of street art.",neutral,entailment,1,0
a snowboarder jumps over a shed. a snowboarder jumps a building.,entailment,contradiction,0,2
the horse and rider are both on the ground at the rodeo. the rider is on a horse and have fallen.,entailment,neutral,0,1
the dog is holding a stuffed toy in his mouth. the dog is playing with a stuffed toy.,neutral,entailment,1,0
a group of young adult men are playing monopoly. a group of men are playing a board game.,entailment,neutral,0,1
young african man does work in a field. a young african man got his high school diploma.,contradiction,neutral,2,1
"three happy children smiling, and showing their teeth to the cameraman. the children are dressed up nicely.",neutral,entailment,1,0
three men pose sitting in the shade on a hillside next to a backpack. three men in the shade of a tree.,neutral,contradiction,1,2
a person wearing a blue suit with large peacock feathers is holding a microphone while standing on a stage with others who are playing musical instruments as a fog envelopes them. a man is foggy as he tries to remember the names of graduates on stage.,contradiction,neutral,2,1
"a man helping a young child up to a train engine, while a woman climbs up the steps behind them. a father is helping is young child get on a train as his wife, mother of the child climbs the steps of the train behind them",entailment,neutral,0,1
a girl with red - hair is jumping on a sand dune. a girl plays on a beach.,neutral,contradiction,1,2
a child blowing bubbles in water. a child is playing with soap.,neutral,contradiction,1,2
three men work at a construction site. three men working,neutral,entailment,1,0
people toss candy as they celebrate on top of a float. the people are in a meeting.,contradiction,neutral,2,1
two women walking down the street looking in the windows of mariale accessories. the woman is buying a necklace.,contradiction,neutral,2,1
a man in an orange shirt dipping his hand into liquid. the man is cleaning his hand,neutral,contradiction,1,2
an older man opening a present. a man is opening a gift.,entailment,neutral,0,1
"a mac laptop, open, on top of a blue chair in a room with a group of people sitting in a semicircle around it. a bunch of laptops are in a circle around a person",contradiction,entailment,2,0
a young man selling drinks on the street. a vendor works on the street,neutral,entailment,1,0
the two grandma is talking to each other. two older women converse.,entailment,neutral,0,1
"a newborn baby boy wearing a beautiful elephant print onesie, is taking a nap on his side. the newborn baby boy is crying loudly.",contradiction,neutral,2,1
a smiling young woman is shown from the shoulders up with her long hair blowing in the wind. its not windy outside.,contradiction,entailment,2,0
"a man at a table eating, holding up a lone potato chip and looking at it. a person having a meal in a restuarant.",neutral,entailment,1,0
"a man in shorts and a tank - top shirt tries to touch his foot while jumping, located on the shore of a large body of water. the man is near the coast.",neutral,entailment,1,0
two young girls are playing basketball in a gymnasium. youth watching game,contradiction,neutral,2,1
a man walks down an empty street noticing objects in the road before him. a man noticing objects in the road,neutral,entailment,1,0
a dog with white fur is moving through deep murky water. a dog is carrying something in its mouth.,neutral,entailment,1,0
five men are surrounded by half - assembled bicycles inside a place where there ' s some writing on the wall. four men wait for their bikes to be repaired inside a bike shop,entailment,neutral,0,1
a man in a silky brown shirt is carving portraits into stone. a man is painting portraits onto stone.,contradiction,entailment,2,0
a girl with extended arms goes down a slide. a girl slides down head first on a waterslide,contradiction,neutral,2,1
a kickboxer in red headgear prepares to hit his opponent who is falling to the mat. two men watch a kick boxing match.,contradiction,neutral,2,1
a small boy jumps from a bunk bed onto a single bed. a small boy makes a successful leap onto a single bed.,entailment,neutral,0,1
"three people are sitting at a table ; the man is leaning back, the middle woman is on her laptop, and the woman on the left is looking at the man. the two men are watching the game on the tv on the wall.",contradiction,neutral,2,1
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs running with a black rope in their mouth,neutral,entailment,1,0
a red - haired girl making a peace sign is wearing neon green glasses and floaties and playing in the pool with other kids. a girl is wearing pink floaties.,neutral,contradiction,1,2
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs race at the dogtrack for the championship.,contradiction,neutral,2,1
a little boy looks at a pinata while holding a stick. a boy talks to his pet pinata.,contradiction,neutral,2,1
"a woman wearing a blue skirt, high heels, a white shirt, green jacket and headband is walking out of a tunnel. a woman has a white skirt.",contradiction,entailment,2,0
a woman in a white shirt with old looking hands is weaving on a loom. woman watching a loom,neutral,entailment,1,0
two young women are both looking at their cellphones the women are talking to each other.,contradiction,neutral,2,1
a college student texts a message to her boyfriend while she waits for her next class to start. a girl waits for history class to begin.,neutral,contradiction,1,2
a young redheaded boy is swinging a bat to a ball outside in a grassy area. the boy is wearing a dress.,contradiction,neutral,2,1
two people about to board a bus. two people are walking towards the bus doors.,entailment,neutral,0,1
broken image image loaded perfectly.,contradiction,entailment,2,0
"two men, one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper. the men are sharing the paper.",entailment,neutral,0,1
a man trying to cross the street with a cart of fruit. the old man crosses with a kid,contradiction,neutral,2,1
a black bird is resting on a power line. the power line is acting as a perch for a bird.,entailment,neutral,0,1
a boy and girl are splashing around in the ocean. an ocean wave moved up the beach and splashed a girl and boy playing in sand.,contradiction,neutral,2,1
a brown dog playing play wrestling with a black dog on snow covered land. else and anna outside.,contradiction,entailment,2,0
a bride laughs as an older man speaks into a microphone. the people are at a wedding,entailment,neutral,0,1
a large group of people walking on a sidewalk with a blue sign with a red x above them. a group of people walking on a platform,entailment,contradiction,0,2
a man wearing all blue on a raised platform painting a wall red. the man works outdoors,neutral,entailment,1,0
an older gentleman runs the 2012 olympic torch. the man is old,neutral,entailment,1,0
there are various vegetables put out on rugs in front of african women. african women are sitting near rugs they are selling at auction.,contradiction,neutral,2,1
two dogs are staring at a splash in the water two dogs are outside.,neutral,entailment,1,0
grinning young boy with his hands behind his back in a flower garden wearing a gray and black striped sweater and blue jeans. he is hiding a frog behind his back.,neutral,contradiction,1,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is drinking milk from a sippy cup.,contradiction,neutral,2,1
a man in yellow standing between two waterfalls. he is farting on the sun,contradiction,neutral,2,1
women holding little boy who is giving the thumbs up gesture. women are showing a little boy artwork.,neutral,entailment,1,0
four women participating in an ice - skating race. no humans participating,neutral,contradiction,1,2
three pole wait for a bus outside a building. three people are at a bus stop.,neutral,entailment,1,0
several people are in a building and one is holding a drink bottle. several people outside of a building.,contradiction,entailment,2,0
people standing around a monument depicting the crucifixion of jesus christ. the people are looking at the monument.,neutral,entailment,1,0
a man in a pink shirt sitting next to a small building. a man in a pink shirt collapsed next to a small building.,neutral,contradiction,1,2
a woman in a white tank top and jeans paints a guard rail. a woman is painting a guard rail.,neutral,entailment,1,0
one young man rock climbing by a waterfall. the man is climbing to get away from a swarm of bees.,contradiction,neutral,2,1
"four black men, taking a break by a suv. the men are relaxing.",entailment,neutral,0,1
the girls is jumping into the air on the beach. guys are jumping on the beach,neutral,contradiction,1,2
fat man on the beach with a stroller. human tanning,neutral,entailment,1,0
two man and women making coffee. the adults are making a popular drink.,entailment,neutral,0,1
a man windsurfing in the ocean. a man is riding a board.,entailment,contradiction,0,2
many bikers are at the intersection with traffic. the triathlon is stopped at a light.,neutral,contradiction,1,2
a woman wearing a backpack walks on the sidewalk while a car drives by. in her backpack is all her schoolwork and books.,neutral,contradiction,1,2
"a young woman is sitting at the top of a building ' s steps, talking on a cellphone. the building has many steps.",neutral,entailment,1,0
people walking around a school on a nice day. there are people walking outdoors near the school,neutral,entailment,1,0
"a young man shaves his face, while a girl behind him takes a picture in the mirror. the man has a razer.",entailment,neutral,0,1
road construction arrows are pointing left. some road signs are pointing to the right.,contradiction,entailment,2,0
a graffiti artist paints over a poster on a brick wall. a woman spraypaints over an advertisement.,neutral,contradiction,1,2
the snowboarder is sitting down. the person is sitting in the snow.,neutral,entailment,1,0
"cool, refreshing snow flies as a skier speeds quickly down a wintry wonderland. someone is skiing in really nice snow.",entailment,neutral,0,1
"a man, dressed in a black wetsuit, is jet skiing. a man crashes while jet skiing.",neutral,contradiction,1,2
men wearing hard hats and safety vests are working. people wearing hats and vests are working.,neutral,entailment,1,0
"a man with a gray beard, wearing an orange cap and brown jacket, is smoking a cigarette. the man is very concerned with staying healthy.",contradiction,neutral,2,1
"the fuzzy photo shows a male singer at a mike, with instruments arranged in the background. someone is singing with instruments around him.",neutral,entailment,1,0
a man in a gray shirt is walking next to a concrete wall. the man is outside.,neutral,entailment,1,0
"two adults, a child, and a clown walking down a sidewalk. a family is walking together.",neutral,entailment,1,0
a man drinking out of a shot glass. liquid is nearby.,neutral,entailment,1,0
a child plays with books on the floor. a child is stacking books,neutral,entailment,1,0
a girl bouncing on a colorful sheet. a girl is jumping on the bed.,neutral,contradiction,1,2
