text,true_label,predicted_label,true_label_id,predicted_label_id
a biker pumps up the air in his bike tires while the bike is attached to his car. a biker pumps up his motocycle tires while his bike is still hitched to his car.,entailment,contradiction,0,2
a man standing on the street by a weird looking green mask. a woman in the street with her new piece of art,neutral,contradiction,1,2
a brown dog with a lease is running with a person behind the dog. the man is jogging with his dog,neutral,contradiction,1,2
a baby that was just born in the hospital being taken care of by a doctor and nurse. the baby was born at home,contradiction,entailment,2,0
two boys near a goat in a petting zoo. two boys are scared to go near a goat at the petting zoo.,contradiction,neutral,2,1
a woman competing in a barista championship. the woman knows how to make coffee.,entailment,contradiction,0,2
two men wearing blue uniforms putting up yellow tape some workers are working.,neutral,entailment,1,0
a greyhound wearing number 8 is racing. santa ' s little helper is racing.,neutral,contradiction,1,2
2 people sitting on a bus looking at the camera. a group of 5 foreigners asking directions on the bus.,contradiction,neutral,2,1
a man in a black shirt holds a baby. the guy holds his baby,neutral,entailment,1,0
boy and girl practicing marshal art on a blue mat. the people are practicing karate.,neutral,contradiction,1,2
a man picking up a big rock. the rock is light,contradiction,neutral,2,1
someone is performing in the open without an audience. a person practices the performance.,entailment,neutral,0,1
four girls pose in front of a crowd. there are two girls.,contradiction,entailment,2,0
reflection of an elderly woman in a street. an elderly woman is in a wheelchair.,neutral,contradiction,1,2
a group of teenagers stands outside the doorway of a building that has been vandalized and sprayed with graffiti. there are many things going on at the store.,contradiction,neutral,2,1
a man is working on the sidewalk. the worker is working,neutral,entailment,1,0
a boy wearing a baseball globe and uniform is leaping into the air with a lime green object in his other hand. a boy leaps into the air while wearing a baseball glove.,entailment,neutral,0,1
a child with a green bucket on the beach. the child is playing in the sand.,entailment,neutral,0,1
a group of workers are staring at a map and two men are pointing at the map. the men and workers are deciding where to go for lunch.,contradiction,neutral,2,1
a person is cooking food. someone buys fast food.,contradiction,neutral,2,1
"this person is falling off a scooter, in a parking lot. the person has fallen from the scooter, and the scooter is damaged.",entailment,neutral,0,1
"a man, standing with his back to the camera, films another man, facing him, with white ash trees in the background, working in a notebook. there is a man standing with his back to the camera who is unaware that he is being filmed.",neutral,contradiction,1,2
an overweight lady falls asleep in a waiting room. this lady is underweight.,contradiction,entailment,2,0
a young man attempts a tricky maneuver on his skateboard along a graffiti - covered wall in a park. a boy is skateboarding towards a wall.,neutral,contradiction,1,2
"two young kids dressed in spiderman costumes go down a pair of side - by - side slides, the one on the right looking to his right at his friend who is slightly behind him. the kids are playing on a playground",neutral,contradiction,1,2
three girls stand under umbrellas before a stage. three girls are standing under an umbrella on a walkway,neutral,contradiction,1,2
a beautiful ballerina with christmas lights wrapped around her body. a pretty dancer has multi colored christmas lights adorned around her figure.,neutral,entailment,1,0
a woman educating young children. a woman is at the lake.,contradiction,neutral,2,1
a person is holding on to a rail while sitting and looking out the window. the person is inside.,entailment,contradiction,0,2
a big pool with 2 people viewed from above. a crowd of people splash in a pool.,contradiction,entailment,2,0
a toddler sits on the floor amid a floury mess that he has created with his hand still in the flour container. a toddler eats flour.,neutral,entailment,1,0
a large brown dog and a larger black dog playing together with a ball. the large brown dog gave birth to the black dog.,neutral,contradiction,1,2
a bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool. there is a swimming competition.,entailment,neutral,0,1
a man waiting for the subway while looking at a newspaper. a man catches up on current events while traveling.,entailment,neutral,0,1
three ladies lay on a beach facing the ocean. the woman are on a nude beach.,neutral,contradiction,1,2
a barefoot woman poses in front of a sylvan background. the woman is behind the sylvan background.,contradiction,entailment,2,0
"a balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out. there is an old balding man standing while playing bagpipes.",neutral,contradiction,1,2
a lady high up in a building. the lady is afraid of heights and looks up from ground level,contradiction,neutral,2,1
"the inline skater boy, in the orange shirt, is leaping over a blue barrel. there is someone skating",neutral,entailment,1,0
two motorcyclists racing neck and neck around a corner. two motorcycles drive themselves around a corner.,contradiction,entailment,2,0
"an older woman stir fries vegetables in a home kitchen, with a counter crowded with jars and bottles in the background. the woman watches her daughter cook dinner",contradiction,neutral,2,1
a woman in a bright yellow top and short plaid shorts gives a look of disgust. a woman cleaning a house.,contradiction,neutral,2,1
"jokey on white or light gray horse is jumping over a hurdle of yellow, white and black poles. the horse planted the poles to jump over earlier.",contradiction,neutral,2,1
a man wearing an official yellow shirt is watching traffic. a man is working.,neutral,entailment,1,0
people walking through a produce market with beautiful overhead lights. the people are shopping for new shoes.,neutral,contradiction,1,2
two boys and a girl doing schoolwork in a classroom with a green wall in the background. the children are sitting in a room with all the walls painted green.,neutral,contradiction,1,2
"a man wearing a suit, hat, and name - tag is standing next to an open door. the man has a tag so people can tell what his name it.",entailment,neutral,0,1
"a singer who is shy about singing, gets stage fright. the singer is very talented, and no one would ever know she was afraid.",neutral,contradiction,1,2
his nanny watches as a young boy rides his toy down the sidewalk. a woman is watching a child,neutral,entailment,1,0
"a man has finished climbing a set of stairs, between two tall, conical structures. a man is lazy.",contradiction,neutral,2,1
furniture inside and outside of a moving truck. movers unload furniture from a truck,neutral,entailment,1,0
a man about to throw a toy for a dog to go and fetch. a boy throw the toy for catch the dog,entailment,contradiction,0,2
"people walk down a city street at nighttime in front of construction and a "" do not enter "" street sign. the people prepare to go down the street regardless of the sign",neutral,contradiction,1,2
a male and female are at a table with a drink. the two cats live in the same house.,neutral,contradiction,1,2
two racing motorcycles side by side on the road. two bikes are in a race.,entailment,neutral,0,1
a girl in a teal volleyball jersey holds a blue and white volleyball above her head. the girl is serving the ball.,entailment,contradiction,0,2
men working with hoses and a large blue and white truck. men work on the fire hydrant near a red fire truck.,contradiction,neutral,2,1
father and son out for dinner. the two people are talking.,neutral,entailment,1,0
two males are walking while a female is holding an umbrella with white polka dots. two men are arguing over who gets to ask the woman out for a date.,neutral,contradiction,1,2
the performer is playing a drum. a drummer is playing.,entailment,contradiction,0,2
a woman smoking and blowing the smoke out. a person is smoking.,neutral,entailment,1,0
a group of businessmen walking down the road. a group of business man not used their car.,entailment,contradiction,0,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is quenching her thirst.,entailment,neutral,0,1
this photo invites amazon turkers to gripe about first world problems. the turkers are complaining about money.,neutral,entailment,1,0
a bright market in a far eastern country is displayed with a line of bikes while people walk by. a small marketplace in mexico has lots of sombreros lined up.,contradiction,neutral,2,1
"several people are hugging each other inside a bar. several people are hugging each other, expressing joy.",neutral,entailment,1,0
"a large tan dog jumps in the air over the grass in a fenced yard. the overweight dog hurls himself into the air to catch the frisbee, his layers of fat billowed as he made his jump.",neutral,contradiction,1,2
a man in a scary potato sack mask. the man finished peeling all the potatoes in the sack,contradiction,neutral,2,1
four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair. the four players are handicapped.,neutral,entailment,1,0
"two men playing on stage, one on guitar and the other on drums. the men play the guitar",neutral,entailment,1,0
the lady in a pink sweater is showing the other lady the leaves. the woman is interested in the leaves.,neutral,entailment,1,0
a brunette with a ponytail wearing a green day concert shirt fishing from a boat in the ocean. i ' ve got a flankie floodle fleep art.,contradiction,entailment,2,0
a chef is currently preparing food in a kitchen looking outside. a chef is preparing delicious food.,entailment,neutral,0,1
a batter is getting ready to hit the ball coming at him. the batter misses the ball.,neutral,entailment,1,0
a guy in a yellow hat talking into a microphone. the microphone is in a box under a yellow hat.,contradiction,neutral,2,1
a boy jumps from one bed to another. a boy is exercising by jumping.,neutral,entailment,1,0
a man is pulled behind a boat on a knee board while another doing the same begins to fall. two men are water boarding behind a boat.,entailment,contradiction,0,2
a young man in shorts and a polo shirt is carrying a garbage bag out of an empty lot with another man following him. the young man is picking up trash.,neutral,entailment,1,0
"group of people, mature and young sitting beside the dirt road looking across the road. the people were waiting for their food.",contradiction,neutral,2,1
female dancer in a green and white dress. a woman is dancing.,neutral,entailment,1,0
"two people on a street, one person looking down. two people walk down the street watching the airplanes pass by above them.",contradiction,neutral,2,1
a dog is running in the snow a dog plays in the snow.,neutral,entailment,1,0
a baby with brown hair in pigtails closing her eyes. a baby is looking at something.,contradiction,entailment,2,0
a female dentist consults an elderly patient. an elderly patient has a cavity.,neutral,entailment,1,0
"two shirtless little boys, one leaning on the other, standing on a large rock in front of some trees. two boys are standing on a tree stump on a mountain.",contradiction,neutral,2,1
students are laughing with teacher. the student and teacher are discussing in the classroom,contradiction,entailment,2,0
some kids play outside on a nice day. some kids play in the sandbox on a nice day.,neutral,contradiction,1,2
three people on bikes racing through the orange cones. three people are racing outside,neutral,entailment,1,0
a toddler riding on the shoulders of her dad a young child having fun with dad.,entailment,neutral,0,1
a small girl with colorful barettes in her hair yawns. the girl is tired.,neutral,entailment,1,0
an asian child eating something. a child cooking breakfast.,contradiction,neutral,2,1
"wet brown dog, jumping out of the water. dog in water",neutral,entailment,1,0
black dog with red collar splashing in water a dog running in water,contradiction,entailment,2,0
this man is fit and well toned running enthusiast. a fit and well toned man is running.,neutral,entailment,1,0
the teddy bear has white pads on the bottom of its feet. the teddy bear is white.,neutral,entailment,1,0
two women and three men are hiking along a rocky stream. five people are hiking by a stream.,neutral,entailment,1,0
"a woman standing in front of the words "" look right "" painted on a street. a woman stands on a sidewalk in front of street art.",neutral,entailment,1,0
the horse and rider are both on the ground at the rodeo. the rider is on a horse and have fallen.,entailment,neutral,0,1
the dog is holding a stuffed toy in his mouth. the dog is playing with a stuffed toy.,neutral,entailment,1,0
"a man in swimming trunks stands in front of the door of a house, looking at a swimming pool, out of which, directly in front of the diving board, a pair of feet are sticking up out of the splashed water. the man in swimming trunks is holding a beverage.",neutral,contradiction,1,2
young african man does work in a field. a young african man got his high school diploma.,contradiction,neutral,2,1
"people looking up at the sky at something. hearing screaming, the soccer players look up just in time to see the flaming hot air balloon hit the water tower.",neutral,contradiction,1,2
three men pose sitting in the shade on a hillside next to a backpack. three men in the shade of a tree.,neutral,entailment,1,0
a person wearing a blue suit with large peacock feathers is holding a microphone while standing on a stage with others who are playing musical instruments as a fog envelopes them. a man is foggy as he tries to remember the names of graduates on stage.,contradiction,neutral,2,1
"a man helping a young child up to a train engine, while a woman climbs up the steps behind them. a father is helping is young child get on a train as his wife, mother of the child climbs the steps of the train behind them",entailment,neutral,0,1
a small boy is holding a basketball in position to throw it into a hoop on a game. a small boy is sizing up a free throw attempt,neutral,contradiction,1,2
a girl with red - hair is jumping on a sand dune. a girl plays on a beach.,neutral,entailment,1,0
blue and gray sailboat in the water with a few other boats in front of it against a gray sky. a sunny day shines down on the sailboats.,contradiction,neutral,2,1
a child blowing bubbles in water. a child is playing with soap.,neutral,contradiction,1,2
three men work at a construction site. three men working,neutral,entailment,1,0
two women walking down the street looking in the windows of mariale accessories. the woman is buying a necklace.,contradiction,neutral,2,1
a man in an orange shirt dipping his hand into liquid. the man is cleaning his hand,neutral,entailment,1,0
a very graceful ice skater. the villain is stalking his prey.,contradiction,neutral,2,1
the black dog has a blue collar on. the dog ' s collar is nylon.,neutral,contradiction,1,2
a young man selling drinks on the street. a vendor works on the street,neutral,entailment,1,0
a smiling young woman is shown from the shoulders up with her long hair blowing in the wind. its not windy outside.,contradiction,entailment,2,0
"a man at a table eating, holding up a lone potato chip and looking at it. a person having a meal in a restuarant.",neutral,entailment,1,0
"one man clapping, another man taking a photograph, and several spectators fill this scene. the man is applauding a musical performance.",neutral,contradiction,1,2
"a man in shorts and a tank - top shirt tries to touch his foot while jumping, located on the shore of a large body of water. the man is near the coast.",neutral,entailment,1,0
a man walks down an empty street noticing objects in the road before him. a man noticing objects in the road,neutral,entailment,1,0
a dog with white fur is moving through deep murky water. a dog is carrying something in its mouth.,neutral,entailment,1,0
five men are surrounded by half - assembled bicycles inside a place where there ' s some writing on the wall. four men wait for their bikes to be repaired inside a bike shop,entailment,neutral,0,1
a man in a silky brown shirt is carving portraits into stone. a man is painting portraits onto stone.,contradiction,entailment,2,0
a girl with extended arms goes down a slide. a girl slides down head first on a waterslide,contradiction,neutral,2,1
a kickboxer in red headgear prepares to hit his opponent who is falling to the mat. two men watch a kick boxing match.,contradiction,entailment,2,0
a small boy jumps from a bunk bed onto a single bed. a small boy makes a successful leap onto a single bed.,entailment,neutral,0,1
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs running with a black rope in their mouth,neutral,entailment,1,0
a red - haired girl making a peace sign is wearing neon green glasses and floaties and playing in the pool with other kids. a girl is wearing pink floaties.,neutral,contradiction,1,2
a little black dog is running beside a large brown and white dog with a large rope in its mouth. two dogs race at the dogtrack for the championship.,contradiction,neutral,2,1
a little boy looks at a pinata while holding a stick. a boy talks to his pet pinata.,contradiction,neutral,2,1
the young man is tuning his guitar. a teenager is holding a guitar.,entailment,contradiction,0,2
"a woman wearing a blue skirt, high heels, a white shirt, green jacket and headband is walking out of a tunnel. a woman has a white skirt.",contradiction,entailment,2,0
a woman in a white shirt with old looking hands is weaving on a loom. woman watching a loom,neutral,entailment,1,0
two young women are both looking at their cellphones the women are talking to each other.,contradiction,neutral,2,1
a young redheaded boy is swinging a bat to a ball outside in a grassy area. the boy is wearing a dress.,contradiction,neutral,2,1
a variety of folks in the back of a large wagon. a family sits in the back of a large wagon.,neutral,entailment,1,0
two people in winter clothing. the people are cold.,neutral,entailment,1,0
"two men, one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper. the men are sharing the paper.",entailment,neutral,0,1
a man trying to cross the street with a cart of fruit. the old man crosses with a kid,contradiction,neutral,2,1
a boy and girl are splashing around in the ocean. an ocean wave moved up the beach and splashed a girl and boy playing in sand.,contradiction,neutral,2,1
"a man in a white shirt, standing with his hands over his head in a seated crowd. a man watches a play.",neutral,contradiction,1,2
a man stands behind a wall on a busy city street. the man is obsured from view outside.,entailment,contradiction,0,2
a brown dog playing play wrestling with a black dog on snow covered land. else and anna outside.,contradiction,entailment,2,0
a bride laughs as an older man speaks into a microphone. the people are at a wedding,entailment,neutral,0,1
a large group of people walking on a sidewalk with a blue sign with a red x above them. a group of people walking on a platform,entailment,contradiction,0,2
a man wearing all blue on a raised platform painting a wall red. the man works outdoors,neutral,entailment,1,0
two dogs are on the carpet in front of a cardboard box. two dogs are inside.,entailment,contradiction,0,2
"two girls in dresses are looking through a metal fence, and one girl is trying to climb the fence. two girls are trying to sneak into a building",neutral,contradiction,1,2
an older gentleman runs the 2012 olympic torch. the man is old,neutral,entailment,1,0
a baseball player hitting a home run. a basesball player hits the home run,entailment,contradiction,0,2
there are various vegetables put out on rugs in front of african women. african women are sitting near rugs they are selling at auction.,contradiction,neutral,2,1
two dogs are staring at a splash in the water two dogs are outside.,neutral,entailment,1,0
young men are running across a field in shorts. the men are in public.,entailment,contradiction,0,2
grinning young boy with his hands behind his back in a flower garden wearing a gray and black striped sweater and blue jeans. he is hiding a frog behind his back.,neutral,contradiction,1,2
a young girl in a bathing suit drinking a beverage in a green bottle. the girl is drinking milk from a sippy cup.,contradiction,neutral,2,1
women holding little boy who is giving the thumbs up gesture. women are showing a little boy artwork.,neutral,entailment,1,0
four women participating in an ice - skating race. no humans participating,neutral,contradiction,1,2
three pole wait for a bus outside a building. three people are at a bus stop.,neutral,entailment,1,0
several people are in a building and one is holding a drink bottle. several people outside of a building.,contradiction,entailment,2,0
people standing around a monument depicting the crucifixion of jesus christ. the people are looking at the monument.,neutral,entailment,1,0
a man in a pink shirt sitting next to a small building. a man in a pink shirt collapsed next to a small building.,neutral,contradiction,1,2
a woman in a white tank top and jeans paints a guard rail. a woman is painting a guard rail.,neutral,entailment,1,0
a small child is holding a mop next to a washer and dryer. a child prepares to do chores.,neutral,entailment,1,0
one young man rock climbing by a waterfall. the man is climbing to get away from a swarm of bees.,contradiction,neutral,2,1
the girls is jumping into the air on the beach. guys are jumping on the beach,neutral,contradiction,1,2
fat man on the beach with a stroller. human tanning,neutral,entailment,1,0
two man and women making coffee. the adults are making a popular drink.,entailment,neutral,0,1
a man windsurfing in the ocean. a man is riding a board.,entailment,contradiction,0,2
many bikers are at the intersection with traffic. the triathlon is stopped at a light.,neutral,contradiction,1,2
"two woman sitting in a restaurant with food on the table. the woman have finished eating, and only the check remains on the table where they sit.",contradiction,neutral,2,1
a woman wearing a backpack walks on the sidewalk while a car drives by. in her backpack is all her schoolwork and books.,neutral,contradiction,1,2
people walking around a school on a nice day. there are people walking outdoors near the school,neutral,entailment,1,0
"a young man shaves his face, while a girl behind him takes a picture in the mirror. the man has a razer.",entailment,contradiction,0,2
road construction arrows are pointing left. some road signs are pointing to the right.,contradiction,entailment,2,0
a graffiti artist paints over a poster on a brick wall. a woman spraypaints over an advertisement.,neutral,contradiction,1,2
the snowboarder is sitting down. the person is sitting in the snow.,neutral,entailment,1,0
"a man, dressed in a black wetsuit, is jet skiing. a man crashes while jet skiing.",neutral,contradiction,1,2
a man is swinging on a rope above the water. a man is riding down a waterslide,contradiction,entailment,2,0
men wearing hard hats and safety vests are working. people wearing hats and vests are working.,neutral,entailment,1,0
"a man with a gray beard, wearing an orange cap and brown jacket, is smoking a cigarette. the man is very concerned with staying healthy.",contradiction,neutral,2,1
"the fuzzy photo shows a male singer at a mike, with instruments arranged in the background. someone is singing with instruments around him.",neutral,entailment,1,0
a man in a gray shirt is walking next to a concrete wall. the man is outside.,neutral,entailment,1,0
a child plays with books on the floor. a child is stacking books,neutral,entailment,1,0
a girl bouncing on a colorful sheet. a girl is jumping on the bed.,neutral,contradiction,1,2
"one of the buses is marked "" linea express "" while the other is marked "" metropolitan transit system "". the two buses are marked with the same color lettering",neutral,contradiction,1,2
beautiful lights accent trees on a dark night. the tall trees are are bright.,neutral,contradiction,1,2
a woman in white marriage dress poses with flowers in her hand after the celebration the take off to go to their honey moon,neutral,contradiction,1,2
two young girls appear to be at attention during the national anthem. two girls have their hands over their hearts.,entailment,contradiction,0,2
people use their hands and arms to create a tunnel for a man in white shorts to scurry through. a man scurries through a man made tunnel.,neutral,entailment,1,0
old man and woman in jackets facing each other young lady and a a man sitting near to each.,neutral,entailment,1,0
a bowl with a spoon handle sticking out of it is in the left front bottom of the image. a bowl with the handle inside of it is in the left front bottom of the image.,contradiction,entailment,2,0
a group of people in matching outfits hiking up a trail with one person lagging behind. the people hiking are fake.,contradiction,neutral,2,1
several people with painted faces. the people are wearing halloween masks.,contradiction,neutral,2,1
an asian person sitting along side of two large cloth sacks. an asian person is sitting alone,entailment,contradiction,0,2
a man uses a computer generated machine. a man is working.,neutral,entailment,1,0
a woman is taking a picture of something above her with a digital camera. a woman takes a selfie,contradiction,neutral,2,1
a young woman is leaning over a large yellow mop bucket to wring out the mop. a woman is hold a broom.,contradiction,entailment,2,0
"a kid sitting in a window of a yellow taxi a small boy waved at the taxi driving by, while sitting on his brand new bicycle.",contradiction,neutral,2,1
a group of people buying food from a vendor. a hungry bunch of people accost a vendor for food,neutral,entailment,1,0
a woman in an orange sweatshirt is holding a glass in her hand. the woman just got a drink,entailment,neutral,0,1
one of the members of kiss playing a white electric guitar in front of a black background. a musician with a well - known group is using their musical skills.,entailment,neutral,0,1
a man dressed in a simple cloth robe gets on a bicycle. the man with a robe is near a bike.,neutral,entailment,1,0
two people one person dressed in yellow and green with black boots and the other person have on white jacket and brown pants standing on the lake side with birds approaching them two people are watching animals.,entailment,neutral,0,1
the dog is drinking the water being squirted from the hose by the little girl. the little girl is outdoors.,neutral,entailment,1,0
"a group of people walking around, a man holding up a baby up over his head and other people walking down some stairs. a group of people are standing, a man holds a baby to his chest and others walk up stairs",contradiction,entailment,2,0
a man in a small rowboat traveling down a river surrounded by reeds and grasslands on both sides while seagulls fly in the air nearby. a group of birds is flying in the sky.,entailment,contradiction,0,2
girl leaning over a white staircase. girl falling over staircase,neutral,contradiction,1,2
the girl has a white shirt and a purple item in her hand. a girl dances in her skirt and swings her purple wand.,neutral,contradiction,1,2
several men rush stand and walk around a helicopter. a group of men are perparing to get on a helicopter.,neutral,entailment,1,0
black and brown dog growling at brown cat hiding under wooden bench. black and brown dog nursing brown cat,contradiction,entailment,2,0
two large dogs chase after another dog that has a ball in his mouth and runs from them. they are running away from zombies.,neutral,contradiction,1,2
three men in cold - weather styled clothing walking down a road. the men bundled up in their winter gear and went for a walk.,entailment,neutral,0,1
a repairman is working on a train. the train is broken down and the passengers are waiting.,neutral,contradiction,1,2
a woman praying to her gods. a female prays to her chosen deity.,entailment,neutral,0,1
a man wearing black and yellow shorts is standing on a wooden pole with his arms outstretched and his shirt pulled over his face. someone is hanging upside down.,contradiction,entailment,2,0
a guy in a huge wooden tub while people are looking over. there is water in the wooden tub.,neutral,entailment,1,0
a man practicing his putting on a portable disc golf basket. a man practicing his putting outside.,neutral,entailment,1,0
a family prepares to ride on the water. the family getting on a boat.,neutral,contradiction,1,2
a woman wearing a white hat is carrying a baby whilst shopping in a market for groceries. woman wearing a hat while carrying her baby.,neutral,entailment,1,0
