"Name","State","Notes","User","Tags","Created","Runtime","Sweep","accuracy/train","accuracy/val","epoch","learning_rate","loss/train","loss/val","test/acc","test/loss","train/acc","train/loss","val/acc","val/loss","data.data_dir","data.file_path","data.kaggle_dataset","data.label_map.contradiction","data.label_map.entailment","data.label_map.neutral","data.test_size","data.val_size","model.checkpoint_dir","model.distilbert","model.dropout_rate","model.freeze_strategy","model.lora.bias","model.lora.lora_alpha","model.lora.lora_dropout","model.lora.r","model.lora.target_modules","model.max_len","model.model_type","model.name","model.num_frozen_layers","model.save_local","model.use_lora","training.batch_size","training.dropout_rate","training.early_stopping_patience","training.learning_rate","training.max_grad_norm","training.num_epochs","training.warmup_ratio","training.weight_decay","test/misclassification_rate","test/num_misclassifications","gpu/avg_epoch_time_sec","gpu/avg_throughput_samples_per_sec","gpu/epoch_time_sec","gpu/memory_gb","gpu/peak_memory_gb","gpu/throughput_samples_per_sec","gpu/total_training_time_sec"
"Stanford_bert_partial_finetune","finished","-","","Stanford, bert, partial-finetune","2025-11-23T01:37:01.000Z","4146","","0.8292524365762074","0.8456231683564811","3","0.00003","0.5221997872728128","0.47376695442195504","0.8442397655496295","0.4762698036735993","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","partial","","","","","","256","bert","bert-base-uncased","2","false","false","4","0.5","5","0.00003","1","3","0.1","0.1","0.15576023445037043","17114","1167.5089134375255","330.24458531550624","1123.642599105835","0.761607168","0.761607168","342.2404956042246","3502.5267403125763"
"Stanford_bert_lora_r8","finished","-","","Stanford, bert, lora, r=8","2025-11-23T00:28:25.000Z","4101","","0.84317238581637","0.8555618253635983","3","0.0001","0.4154976009692518","0.3872092173803092","0.8567905054881045","0.38433425510535424","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","","none","16","0.1","8","[""query"",""value""]","256","bert","bert-base-uncased","","false","true","16","0.5","5","0.0001","1","3","0.1","0.1","0.14320949451189544","15735","1205.9197189807892","318.8927812787651","1210.756106376648","2.591237632","2.591237632","317.6164034809918","3617.759156942368"
"experiment_1","finished","-","","test","2025-11-23T00:25:49.000Z","25","","0.35285714285714287","0.38","4","0.00002","1.1097517105511256","1.0761900925636292","0.4","1.083440008163452","","","","","Stanford","Stanford/snli_1.0_train.txt","daittan/gold-commodity-news-and-dimensions","2","0","1","0.2","0.1","checkpoints","distilbert-base-uncased","0.3","frozen","","","","","","512","","bert-base-uncased","2","false","false","4","0.3","3","0.00002","1","4","0.1","0.01","0.6","120","2.5321648120880127","276.8487579427158","2.474212169647217","0.579652608","0.579652608","282.91834006289315","10.12865924835205"
"Stanford_distilbert_partial_finetune","finished","-","","Stanford, distilbert, partial-finetune","2025-11-22T20:34:30.000Z","2220","","0.7762536535641102","0.7940368057957297","3","0.00005","0.600332952997499","0.5762355815825362","0.7950106485610791","0.5741368955543843","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","partial","","","","","","256","distilbert","distilbert-base-uncased","1","false","false","4","0.5","5","0.00005","1","3","0.1","0.1","0.20498935143892097","22523","622.3936022122701","617.8663286495912","622.2870881557465","0.478093312","0.478093312","617.972005717967","1867.1808066368103"
"Stanford_distilbert_lora_r8","finished","-","","Stanford, distilbert, lora, r=8","2025-11-22T19:58:21.000Z","2159","","0.8136942343897898","0.8288403079891512","3","0.0001","0.478114235112554","0.44429974050961335","0.8295957187323661","0.44321259177123384","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","","none","16","0.1","8","[""q_lin"",""v_lin""]","256","distilbert","distilbert-base-uncased","","false","true","16","0.5","5","0.0001","1","3","0.1","0.1","0.17040428126763382","18723","635.0202859242758","605.5807217105506","635.0340056419373","1.397748224","1.397748224","605.5675705291776","1905.0608577728271"
"Stanford_bert_partial_finetune","finished","-","","Stanford, bert, partial-finetune","2025-11-22T18:52:25.000Z","3943","","0.8311507296726615","0.8443489815606968","3","0.00003","0.5202281693610662","0.4952725648659634","0.8448040482734769","0.49372801897353","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","partial","","","","","","256","bert","bert-base-uncased","2","false","false","4","0.5","5","0.00003","1","3","0.1","0.1","0.15519595172652312","17052","1115.117794116338","344.8579256146147","1112.8782305717468","0.761607168","0.761607168","345.5508333579608","3345.3533823490143"
"Stanford_bert_lora_r8","finished","-","","Stanford, bert, lora, r=8","2025-11-22T17:44:24.000Z","4070","","0.8409074361081351","0.8539053825290788","3","0.0001","0.4202489753524417","0.3939432001124306","0.8550976573165626","0.3956382218110997","","","","","Stanford","Stanford/snli_1.0_train.txt","","2","0","1","0.2","0.1","checkpoints","","0.5","","none","16","0.1","8","[""query"",""value""]","256","bert","bert-base-uncased","","false","true","16","0.5","5","0.0001","1","3","0.1","0.1","0.14490234268343738","15921","1207.551173766454","318.45941383646914","1207.5364723205566","2.591237632","2.591237632","318.4632587212773","3622.653521299362"
"distilbert_lora_r8","finished","-","","distilbert, lora, r=8","2025-11-16T11:21:56.000Z","115","","0.9645633971291866","0.946652719665272","8","0.00005","0.12909377246700188","0.19823300469555155","0.9524058577405856","0.2069092849690236","","","","","data","","daittan/gold-commodity-news-and-dimensions","","","","0.2","0.1","checkpoints","","0.5","","none","16","0.1","8","[""q_lin"",""v_lin""]","256","distilbert","distilbert-base-uncased","","false","true","8","0.5","5","0.0001","1","20","0.1","0.1","","","","","","","","",""
"distilbert_partial_finetune","finished","-","","distilbert, partial-finetune","2025-11-16T11:19:23.000Z","89","","0.9872906698564592","0.946652719665272","8","0.00001","0.050357850638477794","0.29985701809946474","0.9581589958158996","0.26740942524049394","","","","","data","","daittan/gold-commodity-news-and-dimensions","","","","0.2","0.1","checkpoints","","0.5","partial","","","","","","256","distilbert","distilbert-base-uncased","2","false","false","8","0.5","5","0.00002","1","20","0.1","0.1","","","","","","","","",""
"bert_lora_r8","finished","-","","bert, lora, r=8","2025-11-16T11:12:51.000Z","373","","0.979964114832536","0.9539748953974896","14","0.00005","0.07970775409853885","0.21873729282851856","0.9539748953974896","0.22266964509532297","","","","","data","","daittan/gold-commodity-news-and-dimensions","","","","0.2","0.1","checkpoints","","0.5","","none","16","0.1","8","[""query"",""value""]","256","bert","bert-base-uncased","","false","true","8","0.5","5","0.0001","1","20","0.1","0.1","","","","","","","","",""
"bert_partial_finetune","finished","-","","bert, partial-finetune","2025-11-16T11:08:18.000Z","204","","0.981907894736842","0.950836820083682","10","0.000005","0.07595897242664647","0.2612681883542488","0.9513598326359832","0.28997718848460796","","","","","data","","daittan/gold-commodity-news-and-dimensions","","","","0.2","0.1","checkpoints","","0.5","partial","","","","","","256","bert","bert-base-uncased","4","false","false","8","0.5","5","0.00001","1","20","0.1","0.1","","","","","","","","",""
